	definition	examples	generated	evaluated_generated	num_generated	unique_generated	definition_overlap	examples_overlap	overlap
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['Es geht um das Bauprogramm des rot - grünen Senats .', 'Im Grunde war es Amerikas Konservativen gelungen , dem Gegner ihre eigene populistische Erzählung einzuflößen : dass die USA eben ein Mitte - rechts - Land seien und die abgehobenen Küsten - Eliten keine Ahnung hätten vom Leben und Denken des amerikanischenheartland .']	"[""Die Schüler des künstenstudentischen Fachbereichs müssen sich ständig über ihre Prüfungsleistungen beschweren, aber der Kunstdekan sagt ihnen stets, dass sie es schon selbst machen können"", ""Erstens sagte der Lehrer nicht mal etwas, dann kam sie einfach zu spät, und dann war sie doch zu früh dran"", ""Das neue Musikvideo des Popstars war ganz in der Art wie man es von ihm erwartet hatte, genauso wie es in den Jahren zuvor immer wieder so war""]"	['Die Schüler des künstenstudentischen Fachbereichs müssen sich ständig über ihre Prüfungsleistungen beschweren, aber der Kunstdekan sagt ihnen stets, dass sie es schon selbst machen können', 'Erstens sagte der Lehrer nicht mal etwas, dann kam sie einfach zu spät, und dann war sie doch zu früh dran', 'Das neue Musikvideo des Popstars war ganz in der Art wie man es von ihm erwartet hatte, genauso wie es in den Jahren zuvor immer wieder so war']	3	3	0,0625	0,0	0,0625
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Einmal sucht ein armer Kerl im Vollrausch Streit mit zwei Entgegenkommenden , sie ignorieren ihn , er blickt ihnen lange nachdenklich hinterher .', 'Dieses finanzsymbiotische Verhältnis – Amerika kauft Produkte aus chinesischen Fabriken , China räumt Amerika unbegrenzt Kredit ein – hat den USA lange Zeit genutzt .']	"[""Die Tatsache, dass dieser Anruf in der Nacht eintrat, führte zu einer unerwarteten Überraschung"", ""Der Sinn dieser Übereinkunft besteht darin, den Fortschritt der Firma zu steuern""]"	['Die Tatsache, dass dieser Anruf in der Nacht eintrat, führte zu einer unerwarteten Überraschung', 'Der Sinn dieser Übereinkunft besteht darin, den Fortschritt der Firma zu steuern']	2	2	0,07142857142857142	0,0	0,07142857142857142
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	"['Wissenschafter der Regierung sind zum Schluss gekommen , dass mit der Installation von 400 000 Solarspiegeln der Lebensraum der Wüstenschildkröten verloren ginge .', '"" Eine Gruppe von Rabbinern im spanischen Toledo importiere heimlich ein tödliches Gift aus Arabien , fülle es in "" Säcklein "" und organisiere die Verteilung an Agenten . ""']"	"[""Die Lehrerinnen betonen den Zweck der neuen Mathe-App"", ""Das neue Gesetz erklärt die Schaffung neuer Arbeitsplätze"", ""Die Künstlerin entwickelt eine neue Methode zum Gestalten von Kunstwerken""]"	['Die Lehrerinnen betonen den Zweck der neuen Mathe-App', 'Das neue Gesetz erklärt die Schaffung neuer Arbeitsplätze', 'Die Künstlerin entwickelt eine neue Methode zum Gestalten von Kunstwerken']	3	3	0,0	0,0	0,0
1006	"Die ""Superlativ:PRÄP_ADJ-ster_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt durch den Vergleich einer Entität mit einer impliziten Gesamtheit. Die ""Präposition"" steht stets vor der meist als Adjektiv realisierten ""Dimension"", an die das konstruktionsevozierende Element (KEE) ""(e)st"" angehangen wird. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Neben der ""Präposition"", dem ""KEE"" und der ""Dimension"" besteht die Konstruktion aus zwei weiteren Kern-Konstruktionselementen (Kern-KE): dem ""Verglichenen"" (die Entität, der eine durch die ""Dimension"" ausgedrückte Eigenschaft in vollem Ausmaß zugewiesen wird) und der ""Vergleichsmenge"" (die stets implizite Menge an Entitäten, die über die selbe Eigenschaft in geringerem Ausmaß verfügen)."	['Der LSD - Rausch hat mich bisher am meisten begeistert .', 'Und am meisten genervt von Gabriels Interviews und Einlassungen zur Lage der SPD ist Martin Schulz .']	"[""Ammie hat am wenigsten schlecht geübt, als sie schwanger war."", ""Heidi hat am meisten geübt, als sie schwanger war.""]"	['Ammie hat am wenigsten schlecht geübt, als sie schwanger war.', 'Heidi hat am meisten geübt, als sie schwanger war.']	2	2	0,0	0,0	0,0
101	"Die ""Äquativ:ADJwieNP-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Werte auf einer Skala an. Die Besonderheit der Konstruktion besteht darin, dass einer Entität ein Wert auf der Skala zugewiesen wird, der vom durchschnittlich erwartbaren Wert abweicht. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""wie"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit) und den drei Kern-Konstruktionselementen (KE) ""Dimension"", ""Verglichenes"" und ""Bezugswert"". Das ""Verglichene"" und der ""Bezugswert"" sind die Einheiten, die in Bezug auf bestimmte Werte spezifischer Attribute auf einer Skala verglichen werden. Die Skala wird durch die ""Dimension"" angezeigt (X ist groß wie Y vergleicht z. B. X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht das Element im Fokus (""Verglichenes"") zu einem bestehenden Wert (""Bezugswert"") gleichgesetzt wird."	['Umstritten , weil es sich die Politik einst von den Sportlobbyisten diktieren lassen hat .', 'Die Verantwortung der Länder für die Hochschulen bleibt unberührt , doch kann der Bund künftig besser , weil langfristig , unterstützen .']	"[""Umstritten, weil es sich die Politik einst von den Sportlobbyisten diktieren lassen hat."", ""Die Verantwortung der Länder für die Hochschulen bleibt unberührt, doch kann der Bund künftig besser, weil langfristig, unterstützen."", ""Das Problem der Umweltbelastung ist schwerwiegendeckend, weil sich die Industrie in der Vergangenheit hauptsächlich auf Qualität und Quantität konzentriert hat.""]"	['Umstritten, weil es sich die Politik einst von den Sportlobbyisten diktieren lassen hat.', 'Die Verantwortung der Länder für die Hochschulen bleibt unberührt, doch kann der Bund künftig besser, weil langfristig, unterstützen.', 'Das Problem der Umweltbelastung ist schwerwiegendeckend, weil sich die Industrie in der Vergangenheit hauptsächlich auf Qualität und Quantität konzentriert hat.']	3	3	0,0	0,0	0,0
1029	"Bei der in der Forschung als „w-Schlagzeile“ (Oppenrieder 1989) bzw. „w-Überschrift“ (Finkbeiner 2018) bezeichneten Satztyp-Konstruktion ""w-Überschrift:w-VL-Satz"" handelt es sich um selbstständige, d.h. in uneingebetteter Verwendung auftretende w-Verbletzt-Sätze mit spezifischer Illokution, die ausschließlich auf das Überschriftenformat restringiert sind (vgl. Külpmann/Finkbeiner/Stawecki 2021). Neben spezifischen Formmerkmalen wie topologischen Eigenschaften (Endstellung des finiten Verbs), kategorialen Eigenschaften (initialer w-Ausdruck, Fehlen einer spezifischen Modalpartikelselektion), intonatorischen Eigenschaften (fallende Intonation bei mündlicher Realisierung) und semantischen Eigenschaften (präsupponierte Proposition), die die Konstruktion (Kxn) in ihrem Zusammenspiel determinieren, wird deren selbstständige Verwendbarkeit und Illokutionsfähigkeit durch ihre Bindung an die sequenzielle Position der Überschrift lizensiert (vgl. Finkbeiner 2018: 21). Damit fungiert das Merkmal der Überschrift-Position, das je nach Medium eine unterschliche Ausprägungsform aufweisen kann (z.B. Text<sub>Überschrift</sub>, Film<sub>Überschrift</sub>, Musik<sub>Überschrift</sub>) als satzexterner Lizensierungsmechanismus, der der w-Überschrift ihr pragmatisches Potenzial verleiht und dafür sorgt, dass der betreffende w-Verbletzt-Satz auch dann den Überschriften-Kontext „projiziert“, wenn man ihn in Isolation – d.h. ohne begleitenden Text – präsentiert (vgl. Külpmann/Finkbeiner/Stawecki 2021: 137). Die Überschrift-Position wird dabei insbesondere durch graphematische und typographische Mittel (vgl. Gallmann 1985: 10f.) indiziert, so ist der w-VL-Satz durch Anfangsgroßschreibung ausgezeichnet, weist als Grenzsignal das Zeilenende auf und setzt sich vom Fließtext über die Darstellung in einer eigenen Zeile hinaus durch Schriftgröße und Schriftstärke ab. Als Teil einer Überschrift-Text-Konfiguration sind w-Überschriften sprachliche Ausdrücke, die auf ein nachfolgendes komplexes Diskurssegment (nämlich den Text) verweisen. Ihre Besonderheit besteht darin, wiederaufgreifende Sprechakte bzw. ‚Meta-Sprechakte‘ zu konstituieren, die ein Scharnier zwischen einer im Diskurs ""latenten Leserfrage"" (anadeiktische Komponente) und einer nachfolgenden Text-Antwort (katadeiktische Komponente) bilden (vgl. Finkbeiner 2018: 28-30). Dieser Meta-Sprechakt, den Textproduzenten durch die typographische Auszeichnung des w-VL-Satzes als Überschrift vollziehen („Überschriften-Illokution“, vgl. Finkbeiner 2021), entspricht dem Typ „Mitteilung“ und lässt sich wie folgt umreißen: 'Der Textproduzent sagt, dass der Textrezipient im folgenden Text erfahren wird, X<sub>[w-VL-Satz]</sub>.' (vgl. Finkbeiner 2018: 22). Während die anadeiktische Komponente strukturell induziert ist, indem analog zu zitierenden Verwendungen die Verbletztstellung in Kombination mit der fallenden Intonation die wiederaufgreifende Lesart eines latenten Leserinteresses nahelegt, das sich in einer Art „Wissenslücke“ auf Seiten des Adressaten manifestiert, welche formal durch das initiale w-Element markiert wird, ist die katadeiktische Komponente hingegen kontextuell induziert, indem die Überschrift zu der Implikatur einlädt, dass der begleitende Text die durch den w-Ausdruck angezeigte Wissenslücke des Lesers schließen wird, d.h. in Aussicht stellt, dass dort etwas über den durch das w-Element gekennzeichneten Teil der Proposition ausgesagt wird. Im Kontext der Überschrift wird die strukturell vorhandene Antworterwartung somit auf den Bezugstext verlagert und damit ein Anreiz geschaffen, den Text zu lesen (vgl. Finkbeiner 2018: 29-33)."	['Und was ist mit Menschenaffen ?', 'Und was ist mit Irland ?']	"[""Und was ist mit dem Mond?"", ""Und was ist mit der Astronomie?""]"	['Und was ist mit dem Mond?', 'Und was ist mit der Astronomie?']	2	2	0,0	0,0	0,0
103	"Die ""Äquativ:ein_N_wie_ein_N-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""wie"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichenes"" und ""Bezugswert"". Das ""Verglichene"" und der ""Bezugswert"" sind die Einheiten, die in Bezug auf einen bestimmten Wert auf einer Skala gleichgesetzt werden. Die Skala wird durch die ""Dimension"" angezeigt, die bei dieser Konstruktion aber ""immer"" als Nullinstantiierung auftritt. Die ""Dimension"" gibt an, in welcher Hinsicht das Element im Fokus (""Verglichenes"") zu einem bestehenden Wert (""Bezugswert"") gleichgesetzt wird (Ein Mann wie ein Bär vergleicht z.B. Mann und Bär auf einer Skala hinsichtlich möglicher Dimensionen wie 'Größe', 'Masse', 'Haarigkeit', 'Wildheit' etc.)."	['Diese Virtuosität !', 'Diese Suchtästhetik aus Neonlicht , kaltem Kippenrauch und zerplatzten Träumen !']	"[""Dieser unfassbare Stil !"", ""Diese unfassbare Stil!"", ""Dieser unglaubliche Stil !""]"	['Dieser unfassbare Stil !', 'Diese unfassbare Stil!', 'Dieser unglaubliche Stil !']	3	3	0,0	0,2	0,2
1033	"Die satzwertige Konstruktion ""Exklamativ:XP_Hauptsache_YP"" rückt einen für den Sprecher bedeutenden Sachverhalt im Hinblick auf einen Stimulus in den Fokus, der in Kontrast zu einem zuvor genannten, als weniger bedeutsam beurteilten Sachverhalt gestellt wird. Für die Konstruktion sind zwei häufige Strukturtypen zu verzeichnen: Für den ersten Strukturtyp ist kennzeichnend, dass er neben dem konstruktionsevozierenden Element (KEE) ""Hauptsache"" mit ""Sachverhalt_A"" und ""Sachverhalt_B_Stimulus"" zwei Kern-KE umfasst, bei dem ""Sachverhalt_A"" dem ""KEE"" syntagmatisch vorangeht und ""Sachverhalt_B_Stimulus"" dem ""KEE"" nachgeschaltet ist. Dabei bringt die Konstruktion zum Ausdruck, dass der zweitgenannte ""Sachverhalt_B_Stimulus"" unabhängig von der (meist negativen) Bewertung des vorgelagerten ""Sachverhalts_A"" positiv zu bewerten ist (vgl. Steyer/Hein 2018: 113). Der zweite Strukturtyp ist dadurch gekennzeichnet, dass das KEE ""Hauptsache"" am Satzanfang steht, wodurch das Kern-KE ""Sachverhalt_A"" im Skopus selbst nicht realisiert ist, sondern stattdessen ein anaphorischer Bezug zu einem im vorausgehenden Satz ausgedrückten Sachverhalt hergestellt wird. Die Musterfunktion bleibt dabei identisch."	['Der Trimm - dich - Keller des Ritz bietet dem ehemaligen Basketballer alles .', 'Wir bewerten das Produkt mittels einer Stärken - und - Schwächen - Analyse , wir brauchen das , wir kaufen – das wäre ja grausam !']	"[""Ein Pferd - mit - schwarzem Fell"", ""Das Haus - auf - dem Hügel"", ""Die Straße - zum - Bahnhof""]"	['Ein Pferd - mit - schwarzem Fell', 'Das Haus - auf - dem Hügel', 'Die Straße - zum - Bahnhof']	3	3	0,0	0,125	0,125
1034	"Die ""Reduplikation_Kontinuität:von_NP1_zu_NP1-Konstruktion"" gehört zu der Familie der Reduplikationsstrukturen mit Doppelpräposition und wird verwendet, um eine kontinuierliche Abfolge identischer Entitäten zu betonen. Die Konstruktion ist teilschematisch und besteht aus den internen Kern-Konstruktionselementen (KE) ""Konnekt_1"" und ""Konnekt_2"" sowie dem diskontinuierlichen KEE ""von_zu"", welches die beiden KE miteinander verbindet. So folgt auf die Präposition von unmittelbar das KE ""Konnekt_1"", woran sich die Präposition zu anschließt, auf die wiederum das KE ""Konnekt_2"" folgt. Die KE ""Konnekt_1"" und ""Konnekt_2"" werden durch zwei identische Nomen im Singular und ohne Artikel realisiert, die prototypisch auf zeitliche Einheiten (z. B. Jahr, Tag, Woche usw.) verweisen."	['Es war nicht das Gewicht ihrer unternehmerisch-wirtschaftlichen Verantwortung , sondern es war ganz und gar ihr eigenes Körpergewicht , an dem sie schwer genug trug : 6000 Schritte am Tag mal 67,5 Kilogramm .', 'Sie sei ganz und gar Frau der Kirche , so Käßmann weiter .']	"[""Der Chef war ganz und gar unglücklich über die neue Abgabe ."", ""Er war ganz und gar entschlossen, den Job zu machen. "", ""Sie war ganz und gar unterchristlich, als sie den Job angeboten bekam."", ""Der Taucher war ganz und gar in seinem Element, als er in die See ging.""]"	['Der Chef war ganz und gar unglücklich über die neue Abgabe .', 'Er war ganz und gar entschlossen, den Job zu machen. ', 'Sie war ganz und gar unterchristlich, als sie den Job angeboten bekam.', 'Der Taucher war ganz und gar in seinem Element, als er in die See ging.']	4	4	0,0	0,058823529411764705	0,058823529411764705
1035	"Die ""Reduplikation_Gleichstellung:von_N1_zu_N1"" gehört zu der Familie der Reduplikationsstrukturen mit Doppelpräposition und wird verwendet, um die kategoriale Gleichstellung von Personen im Rahmen von mitteilungsbezogenen Äußerungen zu betonen. Die Konstruktion besteht aus dem diskontinuierlichen Konstruktionsevozierenden Element (KEE) ""von_zu"" und den beiden internen Kern-Konstruktionselementen (Kern-KE) ""Konnekt_1"" und ""Konnekt_2"". Auf die Präposition von folgt unmittelbar das KE ""Konnekt_1"", an das sich die Präposition zu, gefolgt von dem KE ""Konnekt_2"" anschließt. Die KE ""Konnekt_1"" und ""Konnekt_2"" werden durch zwei identische Substantive im Singular realisiert, die auf personenbezogene Kategorien,. meist gesellschaftlich festgelegte Rollen, referieren. Mit diesen zwei internen KE korrespondieren die externen KE ""Entität_1"" und ""Entität_2"", die außerhalb des lizenzierten Bereichs der Kxn auftreten. Es handelt sich hier also um diejenigen Personen, denen eine bestimmte Kategorie bzw. eine bestimmte gesellschaftliche Rolle zugeschrieben wird. Werden ""Entität_1"" und ""Entität_2"" nicht separat realisiert, sondern zusammengefasst, wird stattdessen das externen Kern-KE ""Entitäten"" annotiert, das ebenfalls außerhalb des von der Kxn lizenzierten Bereichs liegt. Alle Substantive, die in diese Konstruktion eintreten, können ebenfalls in der [https://gsw.phil.hhu.de/constructicon/construction?id=1034|Reduplikation_Kontinuität:von_N1_zu_N1-Konstruktion] realisiert werden. Andersherum gilt dies jedoch nur für auf Menschen referierende oder menschlich konzeptualisierbare Ausdrücke."	['Trotz aller Unannehmlichkeiten sollten Reisende den Grenzbeamten jedoch höflich und respektvoll begegnen .', 'Die Diplomarbeit wurde nicht benotet , weil Ausdruck und Rechtschreibung unter aller Sau waren .']	"[""Die Studentin arbeitete sehr hart, damit sie ihren Abschluss mit sehr hohen Bewertungen in allen Bereichen abschließen konnte ."", ""Die Künstlerin hat es geschafft, ihr Werk unter aller Art Bedingungen und Anforderungen zu schaffen.""]"	['Die Studentin arbeitete sehr hart, damit sie ihren Abschluss mit sehr hohen Bewertungen in allen Bereichen abschließen konnte .', 'Die Künstlerin hat es geschafft, ihr Werk unter aller Art Bedingungen und Anforderungen zu schaffen.']	2	2	0,0	0,058823529411764705	0,058823529411764705
