	definition	examples	generated	evaluated_generated	num_generated	unique_generated	definition_overlap	examples_overlap	overlap
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['Dennoch hat Hamas es nicht geschafft , ihre militärischen Kapazitäten auszubauen , geschweige denn eine zivile Infrastruktur in ihrem Einflussgebiet zu etablieren .', 'Die Beschäftigung mit dem Kontinent sei einfach zu deprimierend , er sehe sich nicht in der Lage , die Krise des Kontinents zu erklären , geschweige denn Lösungswege vorzuschlagen .', 'Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .']	"[""Die meisten von ihnen haben zuvor noch nie einen Computer bedient"", ""Dennoch hat Hamas es nicht geschafft, ihre militärischen Kapazitäten auszubauen, geschweige denn eine zivile Infrastruktur in ihrem Einflussgebiet zu etablieren"", ""Reicher, geschweige denn glücklicher, wird ein Volk dadurch nicht – ebenso wenig, wie es durch die Heirat des Geistlichen ärmer wird""]"	['Die meisten von ihnen haben zuvor noch nie einen Computer bedient', 'Dennoch hat Hamas es nicht geschafft, ihre militärischen Kapazitäten auszubauen, geschweige denn eine zivile Infrastruktur in ihrem Einflussgebiet zu etablieren', 'Reicher, geschweige denn glücklicher, wird ein Volk dadurch nicht – ebenso wenig, wie es durch die Heirat des Geistlichen ärmer wird']	3	1,0	0,23076923076923078	0,038461538461538464	0,23076923076923078
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Sicherheitsgefühl und objektive Sicherheit seien für die Lebensqualität gleich wichtig .', 'Wir haben schweizweit eine Patt - Situation , weil der linke und der rechte Block gleich stark sind .', 'Für die Internet - Konzerne zahlte sich diese Nähe aus : Auf Drängen der Branche erließ Obama Regeln zum Erhalt der sogenannten Netzneutralität , sodass alle Daten gleich schnell zwischen Konzernen und Nutzern hin und her geleitet werden .']	"[""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch"", ""Die Schülerzahlen im Jahrgang A und B sind gleich hoch""]"	['Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch', 'Die Schülerzahlen im Jahrgang A und B sind gleich hoch']	14	0,07142857142857142	0,16666666666666666	0,3333333333333333	0,5
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	"['Gut , besser , "" "" Les Bleus "" "" :', '23. Juni 1999 Dumm , dümmer , Duden Der Bürger und die Arroganz der Macht :', 'Hart , härter , Sarah Kane : "" Zerbombt "" , das Erstlingswerk der britischen Dramatikerin , hatte in der Fertigungshalle Premiere . Für zarte Gemüter ist Nikolaus Strucks Inszenierung nichts .']"	"[""Besser"", ""Die besten"", ""Groß"", ""Größer"", ""Nie komplexer"", ""Nie selbsterfüllender"", ""Nie noch länger""]"	['Besser', 'Die besten', 'Groß', 'Größer', 'Nie komplexer', 'Nie selbsterfüllender', 'Nie noch länger']	7	1,0	0,0	0,0	0,0
1006	"Die ""Superlativ:PRÄP_ADJ-ster_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt durch den Vergleich einer Entität mit einer impliziten Gesamtheit. Die ""Präposition"" steht stets vor der meist als Adjektiv realisierten ""Dimension"", an die das konstruktionsevozierende Element (KEE) ""(e)st"" angehangen wird. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Neben der ""Präposition"", dem ""KEE"" und der ""Dimension"" besteht die Konstruktion aus zwei weiteren Kern-Konstruktionselementen (Kern-KE): dem ""Verglichenen"" (die Entität, der eine durch die ""Dimension"" ausgedrückte Eigenschaft in vollem Ausmaß zugewiesen wird) und der ""Vergleichsmenge"" (die stets implizite Menge an Entitäten, die über die selbe Eigenschaft in geringerem Ausmaß verfügen)."	['ZEIT : Die Aufnahmen zu Bowies letzten Platten liefen unter größter Geheimhaltung .', 'In Südtirol wird sie mit höchster Aufmerksamkeit verfolgt .', 'Die Briten hatten nichts davon , sondern lediglich monatelange Propaganda auf niedrigstem Niveau .']	"[""Er hat die Sache mit höchster Wichtigkeit erledigt.""]"	['Er hat die Sache mit höchster Wichtigkeit erledigt.']	1	1,0	0,0	0,0	0,0
101	"Die ""Äquativ:ADJwieNP-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Werte auf einer Skala an. Die Besonderheit der Konstruktion besteht darin, dass einer Entität ein Wert auf der Skala zugewiesen wird, der vom durchschnittlich erwartbaren Wert abweicht. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""wie"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit) und den drei Kern-Konstruktionselementen (KE) ""Dimension"", ""Verglichenes"" und ""Bezugswert"". Das ""Verglichene"" und der ""Bezugswert"" sind die Einheiten, die in Bezug auf bestimmte Werte spezifischer Attribute auf einer Skala verglichen werden. Die Skala wird durch die ""Dimension"" angezeigt (X ist groß wie Y vergleicht z. B. X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht das Element im Fokus (""Verglichenes"") zu einem bestehenden Wert (""Bezugswert"") gleichgesetzt wird."	['Schnell wie der Blitz klettern sie aufs Dach eines Spielhäuschens und balancieren über den Balken , der auf einer Höhe von gut drei Metern zu einem anderen Häuschen führt .', 'Er ist geprägt von Gewalt , und doch ist er , dank des Schnees , leicht wie ein Spiel mit Lauten , in dem das türkische Wort für Schnee , kar , zum Titel des Bands mit Gedichten wird , die der Erzähler verfasst , während der Schauplatz des Romans durch Schneemassen von der Welt abgetrennt wird .', 'Seifert : Eltern berichten uns häufig , dass das Baby auf einmal schlapp wie eine Puppe gewesen sei , reglos und apathisch .']	"[""Er hat sich hart trainiert, um ein marathonfähiger Läufer zu werden, und ist jetzt wie ein bisschen Pferd auf dem Weg zum Ziel."", ""Die Herstellung von Musikinstrumenten erfordert eine Menge Geduld und Technik, um Stimmung und Ton zu erzeugen, die präzise wie ein Klavier.""]"	['Er hat sich hart trainiert, um ein marathonfähiger Läufer zu werden, und ist jetzt wie ein bisschen Pferd auf dem Weg zum Ziel.', 'Die Herstellung von Musikinstrumenten erfordert eine Menge Geduld und Technik, um Stimmung und Ton zu erzeugen, die präzise wie ein Klavier.']	2	1,0	0,0	0,0	0,0
1029	"Bei der in der Forschung als „w-Schlagzeile“ (Oppenrieder 1989) bzw. „w-Überschrift“ (Finkbeiner 2018) bezeichneten Satztyp-Konstruktion ""w-Überschrift:w-VL-Satz"" handelt es sich um selbstständige, d.h. in uneingebetteter Verwendung auftretende w-Verbletzt-Sätze mit spezifischer Illokution, die ausschließlich auf das Überschriftenformat restringiert sind (vgl. Külpmann/Finkbeiner/Stawecki 2021). Neben spezifischen Formmerkmalen wie topologischen Eigenschaften (Endstellung des finiten Verbs), kategorialen Eigenschaften (initialer w-Ausdruck, Fehlen einer spezifischen Modalpartikelselektion), intonatorischen Eigenschaften (fallende Intonation bei mündlicher Realisierung) und semantischen Eigenschaften (präsupponierte Proposition), die die Konstruktion (Kxn) in ihrem Zusammenspiel determinieren, wird deren selbstständige Verwendbarkeit und Illokutionsfähigkeit durch ihre Bindung an die sequenzielle Position der Überschrift lizensiert (vgl. Finkbeiner 2018: 21). Damit fungiert das Merkmal der Überschrift-Position, das je nach Medium eine unterschliche Ausprägungsform aufweisen kann (z.B. Text<sub>Überschrift</sub>, Film<sub>Überschrift</sub>, Musik<sub>Überschrift</sub>) als satzexterner Lizensierungsmechanismus, der der w-Überschrift ihr pragmatisches Potenzial verleiht und dafür sorgt, dass der betreffende w-Verbletzt-Satz auch dann den Überschriften-Kontext „projiziert“, wenn man ihn in Isolation – d.h. ohne begleitenden Text – präsentiert (vgl. Külpmann/Finkbeiner/Stawecki 2021: 137). Die Überschrift-Position wird dabei insbesondere durch graphematische und typographische Mittel (vgl. Gallmann 1985: 10f.) indiziert, so ist der w-VL-Satz durch Anfangsgroßschreibung ausgezeichnet, weist als Grenzsignal das Zeilenende auf und setzt sich vom Fließtext über die Darstellung in einer eigenen Zeile hinaus durch Schriftgröße und Schriftstärke ab. Als Teil einer Überschrift-Text-Konfiguration sind w-Überschriften sprachliche Ausdrücke, die auf ein nachfolgendes komplexes Diskurssegment (nämlich den Text) verweisen. Ihre Besonderheit besteht darin, wiederaufgreifende Sprechakte bzw. ‚Meta-Sprechakte‘ zu konstituieren, die ein Scharnier zwischen einer im Diskurs ""latenten Leserfrage"" (anadeiktische Komponente) und einer nachfolgenden Text-Antwort (katadeiktische Komponente) bilden (vgl. Finkbeiner 2018: 28-30). Dieser Meta-Sprechakt, den Textproduzenten durch die typographische Auszeichnung des w-VL-Satzes als Überschrift vollziehen („Überschriften-Illokution“, vgl. Finkbeiner 2021), entspricht dem Typ „Mitteilung“ und lässt sich wie folgt umreißen: 'Der Textproduzent sagt, dass der Textrezipient im folgenden Text erfahren wird, X<sub>[w-VL-Satz]</sub>.' (vgl. Finkbeiner 2018: 22). Während die anadeiktische Komponente strukturell induziert ist, indem analog zu zitierenden Verwendungen die Verbletztstellung in Kombination mit der fallenden Intonation die wiederaufgreifende Lesart eines latenten Leserinteresses nahelegt, das sich in einer Art „Wissenslücke“ auf Seiten des Adressaten manifestiert, welche formal durch das initiale w-Element markiert wird, ist die katadeiktische Komponente hingegen kontextuell induziert, indem die Überschrift zu der Implikatur einlädt, dass der begleitende Text die durch den w-Ausdruck angezeigte Wissenslücke des Lesers schließen wird, d.h. in Aussicht stellt, dass dort etwas über den durch das w-Element gekennzeichneten Teil der Proposition ausgesagt wird. Im Kontext der Überschrift wird die strukturell vorhandene Antworterwartung somit auf den Bezugstext verlagert und damit ein Anreiz geschaffen, den Text zu lesen (vgl. Finkbeiner 2018: 29-33)."	['Wo Radwege wirklich nötig sind', 'Was wir über Fake News wissen', 'Wer in Hollywood am meisten verdient']	"[""Was muss man beim Einkaufen im Supermarkt beachten?"", ""Warum ist Morgenstunden das beste Zeitpunkt für Sport?"", ""Wie kann man seine Energieeffizienz verbessern?""]"	['Was muss man beim Einkaufen im Supermarkt beachten?', 'Warum ist Morgenstunden das beste Zeitpunkt für Sport?', 'Wie kann man seine Energieeffizienz verbessern?']	3	1,0	0,0	0,0	0,0
103	"Die ""Äquativ:ein_N_wie_ein_N-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""wie"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichenes"" und ""Bezugswert"". Das ""Verglichene"" und der ""Bezugswert"" sind die Einheiten, die in Bezug auf einen bestimmten Wert auf einer Skala gleichgesetzt werden. Die Skala wird durch die ""Dimension"" angezeigt, die bei dieser Konstruktion aber ""immer"" als Nullinstantiierung auftritt. Die ""Dimension"" gibt an, in welcher Hinsicht das Element im Fokus (""Verglichenes"") zu einem bestehenden Wert (""Bezugswert"") gleichgesetzt wird (Ein Mann wie ein Bär vergleicht z.B. Mann und Bär auf einer Skala hinsichtlich möglicher Dimensionen wie 'Größe', 'Masse', 'Haarigkeit', 'Wildheit' etc.)."	['Um 6 Uhr ein Bild wie eine Applicationsarbeit aus Seidenstücken .', '6. Stelle dir vor , du hättest unten im Kreuz ein Drehgewinde wie ein Klaviersessel , und nun schraube dich von den Hüften an höher ( aber nicht mit den Schultern , sondern mit dem Rumpf ) .', 'Sie ist winzig klein , hat ein Gesicht wie eine Backbirne und eine lahme Hüfte , oder eigentlich sind es zwei , aber die eine wird allgemein unterschlagen .']	"[""Ein Mann wie ein Bär"", ""Ein Mann wie ein Löwe"", ""Ein Mann wie ein Elefant"", ""Ein Mann wie ein Gorilla"", ""Ein Mann wie ein Kamel"", ""Ein Mann wie ein Tiger"", ""Ein Mann wie ein Panda"", ""Ein Mann wie ein Bison"", ""Ein Mann wie ein Hase"", ""Ein Mann wie ein Zwerg"", ""Ein Mann wie ein Pony"", ""Ein Mann wie ein Schaf"", ""Ein Mann wie ein Eichhörnchen"", ""Ein Mann wie ein Waschbär"", ""Ein Mann wie ein Känguru"", ""Ein Mann wie ein Schimpanse"", ""Ein Mann wie ein Delfin"", ""Ein Mann wie ein Albatros"", ""Ein Mann wie ein Seeskürpe""]"	['Ein Mann wie ein Bär', 'Ein Mann wie ein Löwe', 'Ein Mann wie ein Elefant', 'Ein Mann wie ein Gorilla', 'Ein Mann wie ein Kamel', 'Ein Mann wie ein Tiger', 'Ein Mann wie ein Panda', 'Ein Mann wie ein Bison', 'Ein Mann wie ein Hase', 'Ein Mann wie ein Zwerg', 'Ein Mann wie ein Pony', 'Ein Mann wie ein Schaf', 'Ein Mann wie ein Eichhörnchen', 'Ein Mann wie ein Waschbär', 'Ein Mann wie ein Känguru', 'Ein Mann wie ein Schimpanse', 'Ein Mann wie ein Delfin', 'Ein Mann wie ein Albatros', 'Ein Mann wie ein Seeskürpe']	19	1,0	0,1	0,0	0,1
1033	"Die satzwertige Konstruktion ""Exklamativ:XP_Hauptsache_YP"" rückt einen für den Sprecher bedeutenden Sachverhalt im Hinblick auf einen Stimulus in den Fokus, der in Kontrast zu einem zuvor genannten, als weniger bedeutsam beurteilten Sachverhalt gestellt wird. Für die Konstruktion sind zwei häufige Strukturtypen zu verzeichnen: Für den ersten Strukturtyp ist kennzeichnend, dass er neben dem konstruktionsevozierenden Element (KEE) ""Hauptsache"" mit ""Sachverhalt_A"" und ""Sachverhalt_B_Stimulus"" zwei Kern-KE umfasst, bei dem ""Sachverhalt_A"" dem ""KEE"" syntagmatisch vorangeht und ""Sachverhalt_B_Stimulus"" dem ""KEE"" nachgeschaltet ist. Dabei bringt die Konstruktion zum Ausdruck, dass der zweitgenannte ""Sachverhalt_B_Stimulus"" unabhängig von der (meist negativen) Bewertung des vorgelagerten ""Sachverhalts_A"" positiv zu bewerten ist (vgl. Steyer/Hein 2018: 113). Der zweite Strukturtyp ist dadurch gekennzeichnet, dass das KEE ""Hauptsache"" am Satzanfang steht, wodurch das Kern-KE ""Sachverhalt_A"" im Skopus selbst nicht realisiert ist, sondern stattdessen ein anaphorischer Bezug zu einem im vorausgehenden Satz ausgedrückten Sachverhalt hergestellt wird. Die Musterfunktion bleibt dabei identisch."	"['Für Sänger Michi Beck ( 48 ) von den Fantastischen Vier ist gar nicht so wichtig , wohin genau er reist , Hauptsache es ist am Meer :', 'Hauptsache grelle Farben und auffällige Motive ( ZU auffällig gibt es nicht ) , dann ist der "" "" Ugly Sweater "" "" genau richtig .', 'Egal , ob Hund , Reptil , Tapir - Hauptsache , es passt zu dir .']"	"[""Für mich ist es wichtig, dass der Kühlschrank behebt, vor allem wenn er warm draußen steht."", ""Hauptsache, dass du dich schnell anpassen kannst, wenn alles anders läuft als geplant, dann bist du gut dran."", ""Egal, ob du an diesem Wochenende mit Freunden oder alleine bist, Hauptsache, dass du dich entspannst und unkompliziert bist.']"	"['""Für mich ist es wichtig, dass der Kühlschrank behebt, vor allem wenn er warm draußen steht."", ""Hauptsache, dass du dich schnell anpassen kannst, wenn alles anders läuft als geplant, dann bist du gut dran."", ""Egal, ob du an diesem Wochenende mit Freunden oder alleine bist, Hauptsache, dass du dich entspannst und unkompliziert bist.\'']"	1	1,0	0,0	0,0	0,0
1034	"Die ""Reduplikation_Kontinuität:von_NP1_zu_NP1-Konstruktion"" gehört zu der Familie der Reduplikationsstrukturen mit Doppelpräposition und wird verwendet, um eine kontinuierliche Abfolge identischer Entitäten zu betonen. Die Konstruktion ist teilschematisch und besteht aus den internen Kern-Konstruktionselementen (KE) ""Konnekt_1"" und ""Konnekt_2"" sowie dem diskontinuierlichen KEE ""von_zu"", welches die beiden KE miteinander verbindet. So folgt auf die Präposition von unmittelbar das KE ""Konnekt_1"", woran sich die Präposition zu anschließt, auf die wiederum das KE ""Konnekt_2"" folgt. Die KE ""Konnekt_1"" und ""Konnekt_2"" werden durch zwei identische Nomen im Singular und ohne Artikel realisiert, die prototypisch auf zeitliche Einheiten (z. B. Jahr, Tag, Woche usw.) verweisen."	['Das Gewinnstreben verlagerte sich zu Finanzinvestitionen , das Wirtschaftswachstum sank von Jahrzehnt zu Jahrzehnt , das Finanzierungsdefizit wanderte von den Unternehmen zum Staat , Arbeitslosigkeit und Staatsverschuldung stiegen .', 'Des Öfteren steckten Polizisten Knöllchen an den Wagen , einmal kamen Diebe und stahlen ihn , und von Jahrzehnt zu Jahrzehnt fiel es den Ausstellungsmachern schwerer , ein weiteres Exemplar desselben Typs zur Anmietung aufzutreiben .', 'Doch von Spiel zu Spiel wurde er besser und es gibt nicht wenige , die sein Understatement im Vorhinein als psychische Spielerei sehen .']	"[""Das Gewinnstreben verlagerte sich zu Finanzinvestitionen, das Wirtschaftswachstum sank von Jahrzehnt zu Jahrzehnt, das Finanzierungsdefizit wanderte von den Unternehmen zum Staat, Arbeitslosigkeit und Staatsverschuldung stiegen."", ""Des Öfteren steckten Polizisten Knöllchen an den Wagen, einmal kamen Diebe und stahlen ihn, und von Jahrzehnt zu Jahrzehnt fiel es den Ausstellungsmachern schwerer, ein weiteres Exemplar desselben Typs zur Anmietung aufzutreiben."", ""Doch von Spiel zu Spiel wurde er besser und es gibt nicht wenige, die sein Understatement im Vorhinein als psychische Spielerei sehen.""]"	['Das Gewinnstreben verlagerte sich zu Finanzinvestitionen, das Wirtschaftswachstum sank von Jahrzehnt zu Jahrzehnt, das Finanzierungsdefizit wanderte von den Unternehmen zum Staat, Arbeitslosigkeit und Staatsverschuldung stiegen.', 'Des Öfteren steckten Polizisten Knöllchen an den Wagen, einmal kamen Diebe und stahlen ihn, und von Jahrzehnt zu Jahrzehnt fiel es den Ausstellungsmachern schwerer, ein weiteres Exemplar desselben Typs zur Anmietung aufzutreiben.', 'Doch von Spiel zu Spiel wurde er besser und es gibt nicht wenige, die sein Understatement im Vorhinein als psychische Spielerei sehen.']	3	1,0	0,0	0,0	0,0
1035	"Die ""Reduplikation_Gleichstellung:von_N1_zu_N1"" gehört zu der Familie der Reduplikationsstrukturen mit Doppelpräposition und wird verwendet, um die kategoriale Gleichstellung von Personen im Rahmen von mitteilungsbezogenen Äußerungen zu betonen. Die Konstruktion besteht aus dem diskontinuierlichen Konstruktionsevozierenden Element (KEE) ""von_zu"" und den beiden internen Kern-Konstruktionselementen (Kern-KE) ""Konnekt_1"" und ""Konnekt_2"". Auf die Präposition von folgt unmittelbar das KE ""Konnekt_1"", an das sich die Präposition zu, gefolgt von dem KE ""Konnekt_2"" anschließt. Die KE ""Konnekt_1"" und ""Konnekt_2"" werden durch zwei identische Substantive im Singular realisiert, die auf personenbezogene Kategorien,. meist gesellschaftlich festgelegte Rollen, referieren. Mit diesen zwei internen KE korrespondieren die externen KE ""Entität_1"" und ""Entität_2"", die außerhalb des lizenzierten Bereichs der Kxn auftreten. Es handelt sich hier also um diejenigen Personen, denen eine bestimmte Kategorie bzw. eine bestimmte gesellschaftliche Rolle zugeschrieben wird. Werden ""Entität_1"" und ""Entität_2"" nicht separat realisiert, sondern zusammengefasst, wird stattdessen das externen Kern-KE ""Entitäten"" annotiert, das ebenfalls außerhalb des von der Kxn lizenzierten Bereichs liegt. Alle Substantive, die in diese Konstruktion eintreten, können ebenfalls in der [https://gsw.phil.hhu.de/constructicon/construction?id=1034|Reduplikation_Kontinuität:von_N1_zu_N1-Konstruktion] realisiert werden. Andersherum gilt dies jedoch nur für auf Menschen referierende oder menschlich konzeptualisierbare Ausdrücke."	['Außerhalb Japans kann man sich nur schwer vorstellen , welchen Bruch mit der Tradition es bedeutete , dass Kaiser und Kaiserin mit den Opfern von Naturkatastrophen , etwa dem Erdbeben in Kobe 1995 , niederknieten und mit ihnen einfach von Mensch zu Mensch sprachen .', 'ZEIT : Wir sind selbst ostdeutsche Männer , nur etwas jünger , und möchten mit Ihnen gewissermaßen von Ostmann zu Ostmann diskutieren .', 'Es ist eine Einladung des Herrn nicht von oben herab , sondern von Mensch zu Mensch .']	"[""Werden Personen mit bestimmten gesellschaftlichen Roles als 'Entitäten' betrachtet?""]"	"[""Werden Personen mit bestimmten gesellschaftlichen Roles als 'Entitäten' betrachtet?""]"	1	1,0	0,16666666666666666	0,0	0,16666666666666666
