constr	definition	examples	positive_predicted	negative_predicted	true_positives	false_positives	false_negatives	true_negatives	precision	recall	f1	accuracy
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['Doch selbst das eigentlich verlässliche Geschäft mit Firmenkunden war zuletzt rückläufig , wenn auch nicht im gleichen Maße wie die Computer- und Druckerverkäufe .', 'Was Sie über den Wahltag wissen müssen']	['Doch selbst das eigentlich verlässliche Geschäft mit Firmenkunden war zuletzt rückläufig , wenn auch nicht im gleichen Maße wie die Computer- und Druckerverkäufe .']	['Was Sie über den Wahltag wissen müssen']	[]	['Doch selbst das eigentlich verlässliche Geschäft mit Firmenkunden war zuletzt rückläufig , wenn auch nicht im gleichen Maße wie die Computer- und Druckerverkäufe .']	[]	['Was Sie über den Wahltag wissen müssen']	0,0	1,0	0,0	0,5
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .', 'Man muss sich einigermaßen beeilen , um mit seinem Tempo mithalten zu können .']	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .']	['Man muss sich einigermaßen beeilen , um mit seinem Tempo mithalten zu können .']	[]	['In den USA und in Japan seien solche Dormitoria ( lateinisch für Schlafsäle ) schon lange üblich .']	[]	['Man muss sich einigermaßen beeilen , um mit seinem Tempo mithalten zu können .']	0,0	1,0	0,0	0,5
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['Bei den 13 . Titelkämpfen in Daegu ereilte die Asiaten dasselbe Schicksal wie bereits zuvor Schweden ( 1995 Göteborg ) und Kanada ( 2001 Edmonton ) .', 'Gefahren wird im K . o . - System Frau gegen Frau und Mann gegen Mann .']	['Bei den 13 . Titelkämpfen in Daegu ereilte die Asiaten dasselbe Schicksal wie bereits zuvor Schweden ( 1995 Göteborg ) und Kanada ( 2001 Edmonton ) .']	['Gefahren wird im K . o . - System Frau gegen Frau und Mann gegen Mann .']	[]	['Bei den 13 . Titelkämpfen in Daegu ereilte die Asiaten dasselbe Schicksal wie bereits zuvor Schweden ( 1995 Göteborg ) und Kanada ( 2001 Edmonton ) .']	[]	['Gefahren wird im K . o . - System Frau gegen Frau und Mann gegen Mann .']	0,0	1,0	0,0	0,5
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['System hin oder her , Hauptsache es geht nach mehr als sechs Wochen Vorbereitung wieder um Punkte .', 'Also das nächste Buch , weil , das ist ja wirklich ein Jahrhundertroman gewesen , ist ganz kurz , es sind 140 Seiten , und ist sozusagen die Rückseite von Unterwelt .']	['System hin oder her , Hauptsache es geht nach mehr als sechs Wochen Vorbereitung wieder um Punkte .']	['Also das nächste Buch , weil , das ist ja wirklich ein Jahrhundertroman gewesen , ist ganz kurz , es sind 140 Seiten , und ist sozusagen die Rückseite von Unterwelt .']	[]	['System hin oder her , Hauptsache es geht nach mehr als sechs Wochen Vorbereitung wieder um Punkte .']	[]	['Also das nächste Buch , weil , das ist ja wirklich ein Jahrhundertroman gewesen , ist ganz kurz , es sind 140 Seiten , und ist sozusagen die Rückseite von Unterwelt .']	0,0	1,0	0,0	0,5
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Von wegen Frohe Ostern , wenn man kein Fenster öffnen kann .', 'Wie ich dich kenne , trinkst du Rotwein , stimmts ? fragt Morgenthaler .']	['Von wegen Frohe Ostern , wenn man kein Fenster öffnen kann .']	['Wie ich dich kenne , trinkst du Rotwein , stimmts ? fragt Morgenthaler .']	[]	['Von wegen Frohe Ostern , wenn man kein Fenster öffnen kann .']	[]	['Wie ich dich kenne , trinkst du Rotwein , stimmts ? fragt Morgenthaler .']	0,0	1,0	0,0	0,5
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Offiziell gilt sie als rechts , konservativ und christlich , tatsächlich ist sie ganz und gar Mainstream , so mittig , mittiger geht ’ s nicht .', 'Es hat Zeiten gegeben , da wäre der Manager des FC Bayern fast geplatzt .']	['Offiziell gilt sie als rechts , konservativ und christlich , tatsächlich ist sie ganz und gar Mainstream , so mittig , mittiger geht ’ s nicht .']	['Es hat Zeiten gegeben , da wäre der Manager des FC Bayern fast geplatzt .']	[]	['Offiziell gilt sie als rechts , konservativ und christlich , tatsächlich ist sie ganz und gar Mainstream , so mittig , mittiger geht ’ s nicht .']	[]	['Es hat Zeiten gegeben , da wäre der Manager des FC Bayern fast geplatzt .']	0,0	1,0	0,0	0,5
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	"['""""Welch ein Sieg für das Team USA !', 'Der Fall Schiedermair oder die merkwürdigen Erlebnisse des Dr. Hertericli mit der Justiz in Würzburg']"	"['""""Welch ein Sieg für das Team USA !']"	['Der Fall Schiedermair oder die merkwürdigen Erlebnisse des Dr. Hertericli mit der Justiz in Würzburg']	[]	"['""""Welch ein Sieg für das Team USA !']"	[]	['Der Fall Schiedermair oder die merkwürdigen Erlebnisse des Dr. Hertericli mit der Justiz in Würzburg']	0,0	1,0	0,0	0,5
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	['Bisher können nämlich nur die Besitzer von Oberklasse-Smartphones damit rechnen , halbwegs zügig die Sicherheitsupdates zu bekommen – und selbst in der Liga gibt es unrühmliche Ausnahmen . ( Ja , ich schaue auf euch , HTC ! )', 'Hier ist die Ostsee , das Baltische Meer , schon jetzt mehr gräulich als weiss ( baltas = weiss ) .']	['Bisher können nämlich nur die Besitzer von Oberklasse-Smartphones damit rechnen , halbwegs zügig die Sicherheitsupdates zu bekommen – und selbst in der Liga gibt es unrühmliche Ausnahmen . ( Ja , ich schaue auf euch , HTC ! )']	['Hier ist die Ostsee , das Baltische Meer , schon jetzt mehr gräulich als weiss ( baltas = weiss ) .']	[]	['Bisher können nämlich nur die Besitzer von Oberklasse-Smartphones damit rechnen , halbwegs zügig die Sicherheitsupdates zu bekommen – und selbst in der Liga gibt es unrühmliche Ausnahmen . ( Ja , ich schaue auf euch , HTC ! )']	[]	['Hier ist die Ostsee , das Baltische Meer , schon jetzt mehr gräulich als weiss ( baltas = weiss ) .']	0,0	1,0	0,0	0,5
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	['Bald nach Beginn des Investmentbankings Ende der 80er-Jahre war die Deutsche Bank zu einer Organisation verkommen , die ohne große Rücksicht auf Kunden oder Aktionäre Geschäfte machte - Hauptsache , die kurzfristigen Gewinne und Boni stimmten .', 'Dixon : Je älter ich werde , umso weniger hänge ich an Gegenständen .']	['Bald nach Beginn des Investmentbankings Ende der 80er-Jahre war die Deutsche Bank zu einer Organisation verkommen , die ohne große Rücksicht auf Kunden oder Aktionäre Geschäfte machte - Hauptsache , die kurzfristigen Gewinne und Boni stimmten .']	['Dixon : Je älter ich werde , umso weniger hänge ich an Gegenständen .']	[]	['Bald nach Beginn des Investmentbankings Ende der 80er-Jahre war die Deutsche Bank zu einer Organisation verkommen , die ohne große Rücksicht auf Kunden oder Aktionäre Geschäfte machte - Hauptsache , die kurzfristigen Gewinne und Boni stimmten .']	[]	['Dixon : Je älter ich werde , umso weniger hänge ich an Gegenständen .']	0,0	1,0	0,0	0,5
1006	"Die ""Superlativ:PRÄP_ADJ-ster_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt durch den Vergleich einer Entität mit einer impliziten Gesamtheit. Die ""Präposition"" steht stets vor der meist als Adjektiv realisierten ""Dimension"", an die das konstruktionsevozierende Element (KEE) ""(e)st"" angehangen wird. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Neben der ""Präposition"", dem ""KEE"" und der ""Dimension"" besteht die Konstruktion aus zwei weiteren Kern-Konstruktionselementen (Kern-KE): dem ""Verglichenen"" (die Entität, der eine durch die ""Dimension"" ausgedrückte Eigenschaft in vollem Ausmaß zugewiesen wird) und der ""Vergleichsmenge"" (die stets implizite Menge an Entitäten, die über die selbe Eigenschaft in geringerem Ausmaß verfügen)."	"['Die Häuptlinge wollen nicht noch mehr Sandelholz und erst recht nicht mehr Geld .', 'Er forderte , seine Partei müsse "" "" Linkspopulismus "" "" betreiben , eine Strategie , die er heute lieber "" "" radikalen Pragmatismus "" "" genannt wissen will und die in den Augen vieler Basisgrüner einem politischen Porno gleichkam .']"	['Die Häuptlinge wollen nicht noch mehr Sandelholz und erst recht nicht mehr Geld .']	"['Er forderte , seine Partei müsse "" "" Linkspopulismus "" "" betreiben , eine Strategie , die er heute lieber "" "" radikalen Pragmatismus "" "" genannt wissen will und die in den Augen vieler Basisgrüner einem politischen Porno gleichkam .']"	[]	['Die Häuptlinge wollen nicht noch mehr Sandelholz und erst recht nicht mehr Geld .']	[]	"['Er forderte , seine Partei müsse "" "" Linkspopulismus "" "" betreiben , eine Strategie , die er heute lieber "" "" radikalen Pragmatismus "" "" genannt wissen will und die in den Augen vieler Basisgrüner einem politischen Porno gleichkam .']"	0,0	1,0	0,0	0,5
