constr	definition	examples	positive_predicted	negative_predicted	true_positives	false_positives	false_negatives	true_negatives	precision	recall	f1	accuracy
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	['Zwei Trugschlüsse , die auffallen , wenn man sich die Zahlen des Robert Koch-Instituts ( RKI ) im Detail ansieht .', 'Die Ensembles Praetorius und Musica Poetica warten auf mit Werken der Komponisten Cristóbal de Morales ( um 1500-1553 ) , Pierre de Manchicourt ( ca. 1510-1564 ) und Francisco Guerrero ( 1528-1599 ) .', 'Solange kein Polizist daneben steht , ist das Band kein Hindernis , geschweige denn eine Mauer .']	['Zwei Trugschlüsse , die auffallen , wenn man sich die Zahlen des Robert Koch-Instituts ( RKI ) im Detail ansieht .']	['Die Ensembles Praetorius und Musica Poetica warten auf mit Werken der Komponisten Cristóbal de Morales ( um 1500-1553 ) , Pierre de Manchicourt ( ca. 1510-1564 ) und Francisco Guerrero ( 1528-1599 ) .', 'Solange kein Polizist daneben steht , ist das Band kein Hindernis , geschweige denn eine Mauer .']	[]	['Zwei Trugschlüsse , die auffallen , wenn man sich die Zahlen des Robert Koch-Instituts ( RKI ) im Detail ansieht .']	['Solange kein Polizist daneben steht , ist das Band kein Hindernis , geschweige denn eine Mauer .']	['Die Ensembles Praetorius und Musica Poetica warten auf mit Werken der Komponisten Cristóbal de Morales ( um 1500-1553 ) , Pierre de Manchicourt ( ca. 1510-1564 ) und Francisco Guerrero ( 1528-1599 ) .']	0,0	1,0	0,0	0,3333333333333333
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	"['Da werden für 259 Millionen Euro Busspuren und Verkehrsinseln gebaut , Haltestellen verlegt , Radfahrspuren aufgemalt – ein Mordsaufwand , um auf jeder Metrobusstrecke ein paar Minuten Zeit herauszuholen .', 'Ohne den Staat könnte ein Großteil der Banken schlicht nicht überleben , geschweige denn die Wirtschaft angemessen mit Geld versorgen .', '"" "" Noaks sind ein Teufelszeug !']"	['Da werden für 259 Millionen Euro Busspuren und Verkehrsinseln gebaut , Haltestellen verlegt , Radfahrspuren aufgemalt – ein Mordsaufwand , um auf jeder Metrobusstrecke ein paar Minuten Zeit herauszuholen .']	"['Ohne den Staat könnte ein Großteil der Banken schlicht nicht überleben , geschweige denn die Wirtschaft angemessen mit Geld versorgen .', '"" "" Noaks sind ein Teufelszeug !']"	[]	['Da werden für 259 Millionen Euro Busspuren und Verkehrsinseln gebaut , Haltestellen verlegt , Radfahrspuren aufgemalt – ein Mordsaufwand , um auf jeder Metrobusstrecke ein paar Minuten Zeit herauszuholen .']	['Ohne den Staat könnte ein Großteil der Banken schlicht nicht überleben , geschweige denn die Wirtschaft angemessen mit Geld versorgen .']	"['"" "" Noaks sind ein Teufelszeug !']"	0,0	1,0	0,0	0,3333333333333333
10	"Die ""Negation:NEG_XgeschweigedennY-Konstruktion"" korreliert zwei Propositionen, die jeweils einen Punkt auf einem pragmatisch definiertem Maßstab markieren. Die erste Proposition ist pragmatisch stärker als die zweite Proposition; so zieht, pragmatisch betrachtet, die Wahrheit der ersten Proposition automatisch die Wahrheit der zweiten Proposition nach sich. Einfacher ausgedrückt: Ist die erste Proposition wahr, so muss die zweite Proposition ebenfalls wahr sein. Die erste Proposition ist darüber hinaus auch informativer als die zweite Proposition, da die erstgenannte pragmatisch betrachtet die letztgenannte einschließt, während diese wiederum die diskursrelevantere der beiden Propositionen ist. Die Konstruktion umfasst das konstruktionsevozierende Element (KEE) ""geschweige_denn"", die internen Kern-Konstruktionselemente (Kern-KE) ""Erstes_Konjunkt"" und ""Zweites_Konjunkt"" sowie die externen Kern-KE ""Negator"" und ""Fokuskontext"". Das ""Erste_Konjunkt"" geht dem ""KEE"" voraus, auf welches das ""Zweite_Konjunkt"" folgt. Der informationsstrukturelle Fokus liegt auf dem ""Ersten_Konjunkt"", das die Basis für den entstehenden Kontrast zwischen den zwei Propositionen bildet. Das ""Erste_Konjunkt"" und das ""Zweite_Konjunkt"" bilden jeweils einen Teil der beiden Propositionen ab, wobei das ""Erste_Konjunkt"" meist zusätzlih vom ""Negator"" negiert wird. Der ""Fokuskontext"" indiziert in der Regel den Rest der Proposition. Werden beide Konjunkte im Wechsel mit dem ""Fokuskontext"" kombiniert, können die einander gegenübergestellten Propositionen vollständig wiederhergestellt (oder: vervollständigt) werden. Im Gegensatz zum ""Ersten_Konjunkt"" und ""Zweiten_Konjunkt"" muss der ""Fokuskontext"" nicht zwangsläufig realisiert werden – wird der ""Fokuskontext"" nicht realisiert, drücken die beiden Konjunkte jeweils vollständige Propositionen aus. "" Die zwei gegenübergestellten Propositionen sind hier die beiden Aussagen, dass die meisten von ihnen zuvor noch nie einen Computer a) gesehen und b) bedient haben. Die Verwendung der ""Negation:NEG_XgeschweigedennY-Konstruktion"" erfordert die Einstufung von Sehen und Bedienen auf einer 'pragmatischen Skala', was dazu führt, dass die Aussage Die meisten von ihnen haben zuvor noch nie einen Computer bedient als 'größere' Behauptung betrachtet werden muss als Die meisten von ihnen haben zuvor noch nie einen Computer gesehen. Mit anderen Worten: Wenn die meisten von ihnen einen Computer zuvor noch nie gesehen haben, dann haben sie ihn ganz sicher auch nicht bedient bzw. wenn sie einen Computer noch nie gesehen haben, können sie diesen auch nicht bedient haben. Proposition a) schließt Proposition b) somit aus. Unter dem Aspekt der Negation wird die erste Proposition Die meisten von ihnen haben zuvor noch nie einen Computer gesehen damit zur stärkeren der beiden kontrastierten Propositionen."	"['"" Von wegen in Vorsfelde ist nichts los . ""', 'Deren Ergebnisse zogen kaum Diskussionen , geschweige denn Taten nach sich .', 'Aus diesem Grund spielten Diskussionen über die Staatsform – in deutlichem Gegensatz zu den späteren Ideologien – im Denken und in den Schriften der ersten Revolutionäre eine so bedeutsame Rolle .']"	"['"" Von wegen in Vorsfelde ist nichts los . ""']"	['Deren Ergebnisse zogen kaum Diskussionen , geschweige denn Taten nach sich .', 'Aus diesem Grund spielten Diskussionen über die Staatsform – in deutlichem Gegensatz zu den späteren Ideologien – im Denken und in den Schriften der ersten Revolutionäre eine so bedeutsame Rolle .']	[]	"['"" Von wegen in Vorsfelde ist nichts los . ""']"	['Deren Ergebnisse zogen kaum Diskussionen , geschweige denn Taten nach sich .']	['Aus diesem Grund spielten Diskussionen über die Staatsform – in deutlichem Gegensatz zu den späteren Ideologien – im Denken und in den Schriften der ersten Revolutionäre eine so bedeutsame Rolle .']	0,0	1,0	0,0	0,3333333333333333
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Sicherheitsgefühl und objektive Sicherheit seien für die Lebensqualität gleich wichtig .', 'Auch er steht einem schwarz - roten Bündnis kritisch gegenüber :', 'Hauptsache kühl :']	['Sicherheitsgefühl und objektive Sicherheit seien für die Lebensqualität gleich wichtig .']	['Auch er steht einem schwarz - roten Bündnis kritisch gegenüber :', 'Hauptsache kühl :']	['Sicherheitsgefühl und objektive Sicherheit seien für die Lebensqualität gleich wichtig .']	[]	[]	['Auch er steht einem schwarz - roten Bündnis kritisch gegenüber :', 'Hauptsache kühl :']	1,0	1,0	1,0	1,0
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	"['Ich gehöre zur Generation Merkel .', 'Während nämlich Rot-Grün die Zentren für unterstützende Pädagogik - für die Kolleginnen und Kollegen , die nicht so bewandert in der Bildungspolitik sind , das ist das , was früher die Förderzentren oder Sonderschulen waren - gar nicht mehr als eigene Schularten aufführt , sondern sagt , dass sie an den einzelnen Schulen eingegliedert sind , gibt es bei der LINKEN unter "" Schularten "" in Paragraf 17 Absatz 1 Punkt 1 Buchstabe f das Zentrum für unterstützende Pädagogik .', 'Beide Teams waren lange gleich gut .']"	['Ich gehöre zur Generation Merkel .']	"['Während nämlich Rot-Grün die Zentren für unterstützende Pädagogik - für die Kolleginnen und Kollegen , die nicht so bewandert in der Bildungspolitik sind , das ist das , was früher die Förderzentren oder Sonderschulen waren - gar nicht mehr als eigene Schularten aufführt , sondern sagt , dass sie an den einzelnen Schulen eingegliedert sind , gibt es bei der LINKEN unter "" Schularten "" in Paragraf 17 Absatz 1 Punkt 1 Buchstabe f das Zentrum für unterstützende Pädagogik .', 'Beide Teams waren lange gleich gut .']"	[]	['Ich gehöre zur Generation Merkel .']	['Beide Teams waren lange gleich gut .']	"['Während nämlich Rot-Grün die Zentren für unterstützende Pädagogik - für die Kolleginnen und Kollegen , die nicht so bewandert in der Bildungspolitik sind , das ist das , was früher die Förderzentren oder Sonderschulen waren - gar nicht mehr als eigene Schularten aufführt , sondern sagt , dass sie an den einzelnen Schulen eingegliedert sind , gibt es bei der LINKEN unter "" Schularten "" in Paragraf 17 Absatz 1 Punkt 1 Buchstabe f das Zentrum für unterstützende Pädagogik .']"	0,0	1,0	0,0	0,3333333333333333
100	"Die ""Äquativ_Plural-Konstruktion"" gehört zu den Vergleichskonstruktionen und zeigt die Gleichheit zweier Entitäten an, die hinsichtlich eines bestimmten Wertes eines spezifischen Attributs auf einer Skala miteinander verglichen werden. Der Vergleichsausdruck besteht aus dem konstruktionsevozierenden Element (KEE) ""gleich"", das angibt, um welche Art des Vergleichs es sich handelt (hier: Gleichheit und nicht Ungleichheit), und den beiden Kern-Konstruktionselementen (KE) ""Verglichene_Entitäten"" und ""Dimension"". Dabei umfasst das KE ""Verglichene_Entitäten"" diejenigen Einheiten, die hinsichtlich eines bestimmten Wertes einer durch die Vergleichskategorie definierten Skala gleichgesetzt werden. Die Skala wird dabei durch die ""Dimension"" angezeigt (X und Y sind gleich groß vergleicht zum Beispiel X und Y auf einer Skala in Bezug auf 'Größe'). Die ""Dimension"" gibt also genauer an, in welcher Hinsicht sich die Einheiten (""Verglichene_Entitäten"") gleichen."	['Am meisten erstaunt habe ihn die Aufmerksamkeit , die seine Sache auf sich ziehe .', 'Wir haben schweizweit eine Patt - Situation , weil der linke und der rechte Block gleich stark sind .', 'Weil im Jahr 2017 Smartwatches aber ähnlich beliebt sind wie Dieselautos , steht der Name nun für etwas , das bislang alle Trends überlebt hat : Fernsehen .']	['Am meisten erstaunt habe ihn die Aufmerksamkeit , die seine Sache auf sich ziehe .']	['Wir haben schweizweit eine Patt - Situation , weil der linke und der rechte Block gleich stark sind .', 'Weil im Jahr 2017 Smartwatches aber ähnlich beliebt sind wie Dieselautos , steht der Name nun für etwas , das bislang alle Trends überlebt hat : Fernsehen .']	[]	['Am meisten erstaunt habe ihn die Aufmerksamkeit , die seine Sache auf sich ziehe .']	['Wir haben schweizweit eine Patt - Situation , weil der linke und der rechte Block gleich stark sind .']	['Weil im Jahr 2017 Smartwatches aber ähnlich beliebt sind wie Dieselautos , steht der Name nun für etwas , das bislang alle Trends überlebt hat : Fernsehen .']	0,0	1,0	0,0	0,3333333333333333
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	['Schnell , schneller , Vettel .', 'Ein Volkswagen e-Golf , um im Standardbeispiel zu bleiben , wiegt 1.615 Kilogramm .', 'Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .']	['Schnell , schneller , Vettel .', 'Ein Volkswagen e-Golf , um im Standardbeispiel zu bleiben , wiegt 1.615 Kilogramm .', 'Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .']	[]	['Schnell , schneller , Vettel .']	['Ein Volkswagen e-Golf , um im Standardbeispiel zu bleiben , wiegt 1.615 Kilogramm .', 'Lisas Tagesablauf diktiert keine Pausenglocke sondern Ponys , Hunde und Katzen bestimmen ihren Stundenplan .']	[]	[]	0,3333333333333333	1,0	0,5	0,3333333333333333
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	['Emmy Rado ist Feuer und Flamme für ihre Arbeit .', 'kurz , kürzer , Samstag-Kolumne :', '» Der Dieter ist mir übelst sympathisch . «']	['Emmy Rado ist Feuer und Flamme für ihre Arbeit .', 'kurz , kürzer , Samstag-Kolumne :']	['» Der Dieter ist mir übelst sympathisch . «']	['kurz , kürzer , Samstag-Kolumne :']	['Emmy Rado ist Feuer und Flamme für ihre Arbeit .']	[]	['» Der Dieter ist mir übelst sympathisch . «']	0,5	1,0	0,6666666666666666	0,6666666666666666
1004	"Die ""Superlativ_Klimax:ADJ1_ADJ1-er_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt primär durch die Wiederholung der in höchstem Maße zutreffenden Eigenschaft; zunächst im Positiv und dann im Komparativ. Anstelle einer Superlativform steht zuletzt die polar eingeordnete Entität. Die Zuweisung erfolgt auch durch den Vergleich der Entität mit einer immer impliziten Gesamtheit. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Das konstruktionsevozierende Element (KEE) ""-er"" bildet gemeinsam mit der wiederholten ""Dimension"" den Komparativ; durch die Struktur der Konstruktion, die der klassischen dreiteiligen Steigerungsform von Verben (X, X-er, am X-sten) nachempfunden ist, wird die superlative Bedeutung, die das dritte Verb innehat, auf das ""Verglichene"" übertragen, das an seiner Stelle steht. Neben den internen Kern-Konstruktionselementen (Kern-KE) ""Dimension"" und ""Verglichenes"" besteht die Konstruktion aus einer immer nullinstantiierten weil nie ausgedrückten ""Vergleichsmenge"", auf die implizit verwiesen wird. "" Groß, größer, RTL lässt sich paraphrasieren mit RTL ist am größten [von allen]."	['Im internationalen Durchschnitt landete ausreichend Schlaf auf dem ersten Platz , gefolgt von gesundem Essen und Bewegung .', 'So gesehen ist » Du Schaf ! « eigentlich ein Kompliment .', 'Gross , grösser , Glastonbury']	['Im internationalen Durchschnitt landete ausreichend Schlaf auf dem ersten Platz , gefolgt von gesundem Essen und Bewegung .']	['So gesehen ist » Du Schaf ! « eigentlich ein Kompliment .', 'Gross , grösser , Glastonbury']	[]	['Im internationalen Durchschnitt landete ausreichend Schlaf auf dem ersten Platz , gefolgt von gesundem Essen und Bewegung .']	['Gross , grösser , Glastonbury']	['So gesehen ist » Du Schaf ! « eigentlich ein Kompliment .']	0,0	1,0	0,0	0,3333333333333333
1006	"Die ""Superlativ:PRÄP_ADJ-ster_NP-Konstruktion"" gehört zu der Familie der Vergleichskonstruktionen und weist einem Wert die höchste Stufe auf einer Skala zu. Die Zuweisung erfolgt durch den Vergleich einer Entität mit einer impliziten Gesamtheit. Die ""Präposition"" steht stets vor der meist als Adjektiv realisierten ""Dimension"", an die das konstruktionsevozierende Element (KEE) ""(e)st"" angehangen wird. Die ""Dimension"" benennt die Skala des Vergleichs, d.h. die Skala, auf der einem Wert die höchste Stufe zugewiesen wird. Neben der ""Präposition"", dem ""KEE"" und der ""Dimension"" besteht die Konstruktion aus zwei weiteren Kern-Konstruktionselementen (Kern-KE): dem ""Verglichenen"" (die Entität, der eine durch die ""Dimension"" ausgedrückte Eigenschaft in vollem Ausmaß zugewiesen wird) und der ""Vergleichsmenge"" (die stets implizite Menge an Entitäten, die über die selbe Eigenschaft in geringerem Ausmaß verfügen)."	"['Getreu nach dem Motto "" Reden ist Silber - Zeigen ist Gold "" , das auch im Stück seine Bewandtnis hat , war es nun an den Schauspielern , die Reden ihres Regisseurs tatkräftig zu untermauern .', 'Auf seiner Ägyptenexpedition in den Jahren 1842 bis 1845 lokalisierte der deutsche Ägyptologe Karl Richard Lepsius eine kleine Pyramidenanlage und versah sie mit der Ordnungsnummer XXIV ( 24 ) in seiner Pyramidenliste .', 'In Südtirol wird sie mit höchster Aufmerksamkeit verfolgt .']"	"['Getreu nach dem Motto "" Reden ist Silber - Zeigen ist Gold "" , das auch im Stück seine Bewandtnis hat , war es nun an den Schauspielern , die Reden ihres Regisseurs tatkräftig zu untermauern .']"	['Auf seiner Ägyptenexpedition in den Jahren 1842 bis 1845 lokalisierte der deutsche Ägyptologe Karl Richard Lepsius eine kleine Pyramidenanlage und versah sie mit der Ordnungsnummer XXIV ( 24 ) in seiner Pyramidenliste .', 'In Südtirol wird sie mit höchster Aufmerksamkeit verfolgt .']	[]	"['Getreu nach dem Motto "" Reden ist Silber - Zeigen ist Gold "" , das auch im Stück seine Bewandtnis hat , war es nun an den Schauspielern , die Reden ihres Regisseurs tatkräftig zu untermauern .']"	['In Südtirol wird sie mit höchster Aufmerksamkeit verfolgt .']	['Auf seiner Ägyptenexpedition in den Jahren 1842 bis 1845 lokalisierte der deutsche Ägyptologe Karl Richard Lepsius eine kleine Pyramidenanlage und versah sie mit der Ordnungsnummer XXIV ( 24 ) in seiner Pyramidenliste .']	0,0	1,0	0,0	0,3333333333333333
